"","district","ward","location","strategy","vaccination_year","total_dogs","vaccine_bundle","labour_VX_cost","perdiem_VX_cost","travel_VX_cost","fuel_VX_cost","vehicle_rent_VL","HH_wait","HH_trav","Household_costs","zeepot_cost","refrigeration_cost","labour_NVX_cost","perdiem_NVX_cost","travel_NVX_cost","vehicle_rent_NVL","fuel_NVX_cost","main_total","cost_per_dog","Vacc_delivery","vacc_storage","non_vacc_NV","total_total","perDog_cost"
"140","Musoma Municipal Council","Buhare","urban","pulsed","second_year",183,113.336085879439,57.2965928984311,24.7729149463254,0.544943848059456,0.223880631250574,1.0854004954583,56.0750230188672,56.4036502130749,112.478673231943,0,11.242774566474,146.128366070978,0,0,0.374721599622508,0.331251954401359,467.815606122381,2.55636943236274,197.259818698963,11.242774566474,146.834339625002,467.815606122382,2.55636943236274
"141","Musoma Municipal Council","Buhare","urban","pulsed","third_year",281,174.029727497936,54.5273674649051,24.7729149463254,0.745712634186624,0.296700752362602,1.43844128819158,100.935041433961,101.526570383535,202.461611817497,0,10.9929351316635,146.128366070978,0,0,0.374721599622508,0.331251954401359,616.099751158069,2.19252580483299,255.810864583907,10.9929351316635,146.834339625002,616.099751158069,2.19252580483298
"142","Musoma Municipal Council","Bweri","urban","pulsed","first_year",503,311.519405450041,135.646886044591,49.5458298926507,5.76493228736582,2.36111583631526,11.4469763831544,162.10779381818,163.057825161435,325.165618979616,0,6.62074502247914,149.638876864891,3.53898784947505,0,0.749443199245016,0.662503908802718,1009.76949678056,2.00749402938481,516.285145894119,6.62074502247914,154.589811822413,1002.66132171863,1.9933624686255
"143","Musoma Municipal Council","Bweri","urban","pulsed","second_year",516,319.570602807597,108.059462427746,49.5458298926507,4.76108835672998,1.97042449613114,9.55285730800993,181.479165406516,182.54272250777,364.021887914287,0,11.242774566474,146.361019132202,0,0,0.749443199245016,0.662503908802718,1016.49789400988,1.96995715893387,493.460265288865,11.242774566474,147.77296624025,1016.49789400988,1.96995715893387
"144","Musoma Municipal Council","Bweri","urban","pulsed","third_year",640,396.366639141206,141.889836498762,49.5458298926507,5.10526341866227,2.08346457626082,10.1008893476466,221.241454456258,222.538038113405,443.779492569665,0,10.9929351316635,146.361019132202,0,0,0.749443199245016,0.662503908802718,1207.63731681676,1.8869333075262,605.091922875188,10.9929351316635,147.77296624025,1207.63731681677,1.8869333075262
"145","Musoma Municipal Council","Kigera","urban","pulsed","first_year",188,116.432700247729,60.5273559042115,24.7729149463254,0.630987613542528,0.262725884637734,1.27372700247729,55.0554771457968,55.3781293001099,110.433606445907,0,6.62074502247914,149.406223803666,3.53898784947505,0,0.374721599622508,0.331251954401359,481.714123336408,2.56230916668302,203.900411598924,6.62074502247914,153.651185207165,474.605948274475,2.52449972486423
"146","Musoma Municipal Council","Kigera","urban","pulsed","second_year",125,77.4153592072667,49.1867184145335,24.7729149463254,1.23329397192403,0.50675577270086,2.45681354252684,45.879564288164,46.1484410834249,92.0280053715894,0,11.242774566474,146.361019132202,0,0,0.749443199245016,0.662503908802718,406.61560203359,3.25292481626872,155.571855855277,11.242774566474,147.77296624025,406.615602033591,3.25292481626873
"147","Musoma Municipal Council","Kigera","urban","pulsed","third_year",245,151.734104046243,53.0768208092486,24.7729149463254,0.630987613542528,0.264179144875677,1.2807725846408,94.3079932590039,94.8606844492623,189.168677708267,0,10.9929351316635,146.128366070978,0,0,0.374721599622508,0.331251954401359,578.755731609808,2.36226829228493,231.759779144876,10.9929351316635,146.834339625002,578.755731609808,2.36226829228493
"148","Musoma Municipal Council","Kitaji","urban","pulsed","first_year",51,31.5854665565648,36.8138852188275,24.7729149463254,0.975162675474816,0.399882229256507,1.93867762180017,15.8029610325898,15.8955741509575,31.6985351835475,0,6.62074502247914,149.406223803666,3.53898784947505,0,0.374721599622508,0.331251954401359,295.564629723373,5.79538489653673,96.4859892482492,6.62074502247914,153.651185207165,288.456454661441,5.65600891493021
"149","Musoma Municipal Council","Kitaji","urban","pulsed","second_year",64,39.6366639141206,50.8607811725847,24.7729149463254,2.49526919900909,1.03943456586231,5.03930503715938,22.4300092075469,22.56146008523,44.991469292777,0,11.242774566474,146.128366070978,0,0,0.374721599622508,0.331251954401359,326.912952319314,5.10801487998928,123.844368835061,11.242774566474,146.834339625002,326.912952319314,5.10801487998928
"150","Musoma Municipal Council","Kitaji","urban","pulsed","third_year",52,32.204789430223,49.12078447564,24.7729149463254,0.516262592898432,0.205891626143071,0.998187613542529,17.8420527787305,17.9466159768875,35.7886687556181,0,10.9929351316635,146.128366070978,0,0,0.374721599622508,0.331251954401359,301.434774197056,5.79682258071261,107.818830684772,10.9929351316635,146.834339625002,301.434774197056,5.79682258071261
"151","Musoma Municipal Council","Makoko","urban","continuous","first_year",553,342.485549132948,228.731478117259,49.5458298926508,10.0958018166804,5.17368500168211,25.0826533443436,110.800164659462,130.70147342108,261.024133372912,2.7046396127239,21.1573538856776,671.386099897507,73.1927032505071,2.28457554217013,7.33913171000079,1.51380936985135,1701.54535641594,3.07693554505596,661.114997305564,23.8619934984015,755.716319770036,1701.71744394691,3.07724673408122
"152","Musoma Municipal Council","Makoko","urban","continuous","second_year",495,306.564822460776,238.677944673824,49.5458298926508,8.94855161023949,3.85113963054715,18.6707927332783,111.58877793106,131.631733018383,248.186759751888,2.7046396127239,21.0992292870905,656.649488531993,0,1.08908463969963,2.09689477428594,0.432516962814672,1555.81305494909,3.14305667666483,626.259081001316,23.8038688998144,660.267984908793,1558.51769456181,3.14852059507437
"153","Musoma Municipal Council","Makoko","urban","continuous","third_year",527,326.383154417837,182.463644921553,49.5458298926507,6.30987613542528,3.33248283481665,16.1562815854666,81.6214736103512,96.2818683208669,203.762085695672,2.7046396127239,21.0992292870905,608.649488531993,0,1.08908463969963,2.09689477428594,0.432516962814672,1413.34718074454,2.68187320824391,584.191269787749,23.8038688998144,612.267984908793,1424.02520929203,2.70213512199626
"154","Musoma Municipal Council","Mshikamano","urban","pulsed","first_year",186,115.194054500413,47.2087002477292,24.7729149463254,0.544943848059456,0.222623757531272,1.07930701899257,66.7802546861054,67.1716197992074,133.951874485313,0,6.62074502247914,149.406223803666,3.53898784947505,0,0.374721599622508,0.331251954401359,469.818745400648,2.52590723333682,189.022544319051,6.62074502247914,153.651185207165,483.246349034009,2.59809865072048
"155","Musoma Municipal Council","Mshikamano","urban","pulsed","second_year",203,125.722543352601,44.5054087530967,24.7729149463254,0.745712634186624,0.302042465669633,1.46433856317094,76.9757134168086,77.4268289288573,154.402542345667,0,11.242774566474,146.128366070978,0,0,0.374721599622508,0.331251954401359,490.632770018501,2.41691019713547,197.51296071505,11.242774566474,146.834339625002,509.992617252193,2.51227890272016
"156","Musoma Municipal Council","Mshikamano","urban","pulsed","third_year",206,127.580511973576,47.6702378199836,24.7729149463254,0.659668868703552,0.274509075756186,1.33085334434352,74.4268487341328,74.8630266464449,149.289875380578,0,10.9929351316635,146.128366070978,0,0,0.374721599622508,0.331251954401359,488.669298684511,2.3721810615753,202.288696028688,10.9929351316635,146.834339625002,509.405846165931,2.47284391342685
"157","Musoma Municipal Council","Mwigobero","urban","continuous","first_year",34,21.0569777043766,28.8335772089183,24.7729149463254,0.774393889347648,0.575765995351256,2.79138348472338,5.52029290118317,6.51181718112143,15.4571092564045,2.7046396127239,21.1573538856776,522.368758857044,48.4197883041816,1.95910125085979,5.24223693571484,1.08129240703668,697.195293738685,20.5057439334907,78.8050132290425,23.8619934984015,579.071177754837,697.195293738685,20.5057439334907
"158","Musoma Municipal Council","Mwigobero","urban","continuous","second_year",52,32.204789430223,31.851044591247,24.7729149463254,2.00768786127168,0.806952205095269,3.91220231213874,7.09751944437836,8.37233637572756,18.7236050355008,2.7046396127239,21.0992292870905,500.649488531993,0,1.08908463969963,2.09689477428594,0.432516962814672,639.646410577687,12.3008925111094,95.555591346301,23.8038688998144,504.267984908793,642.35105019041,12.352904811354
"159","Musoma Municipal Council","Mwigobero","urban","continuous","third_year",53,32.8241123038811,25.8533625103221,24.7729149463254,1.06120644095789,0.566535828975136,2.74663451692817,3.15445308639038,3.72103838921225,13.5542398650974,2.7046396127239,21.0992292870905,548.649488531993,0,1.08908463969963,2.09689477428594,0.432516962814672,674.201276760313,12.7207788067984,87.8247665473898,23.8038688998144,552.267984908793,677.450860221095,12.7820917022848
"160","Musoma Municipal Council","Mwisenge","urban","pulsed","first_year",224,138.728323699422,88.549279933939,49.5458298926507,0.401537572254336,0.170463498180261,0.826427745664742,79.0148051629492,79.4778707547873,158.492675917737,0,6.62074502247914,149.638876864891,3.53898784947505,0,0.749443199245016,0.662503908802718,605.033270166673,2.70104138467265,278.221862342111,6.62074502247914,154.589811822413,597.925095104741,2.66930846028902
"161","Musoma Municipal Council","Mwisenge","urban","pulsed","second_year",259,160.404624277457,109.801780346821,49.5458298926507,3.26966308835674,1.32199548888277,6.40919471511149,93.2884473859336,93.8351635362973,187.123610922232,0,11.242774566474,146.361019132202,0,0,0.749443199245016,0.662503908802718,676.892439538235,2.61348432254145,330.753087809279,11.242774566474,147.77296624025,676.892439538235,2.61348432254145
"162","Musoma Municipal Council","Mwisenge","urban","pulsed","third_year",354,219.240297274979,101.670133773741,49.5458298926507,0.917800165152768,0.363354336789308,1.76158596201487,116.228229530016,116.90938407801,233.137613608026,0,10.9929351316635,146.826325254651,0,0,1.49888639849003,1.32500781760544,767.279769615765,2.16745697631572,373.499001405328,10.9929351316635,149.650219470747,767.279769615765,2.16745697631572
"163","Musoma Municipal Council","Nyamatare","urban","continuous","first_year",170,105.284888521883,76.7032758051198,37.159372419488,0.831756399669696,0.457109260788452,2.21612122213048,30.7559175923062,36.2801242948194,71.1460408960455,2.7046396127239,21.1573538856776,584.877429377275,60.8062457773442,2.12183839651496,6.29068432285782,1.29755088844401,971.505519007267,5.71473834710157,222.652523629079,23.8619934984015,655.393748762436,973.054306785962,5.72384886344684
"164","Musoma Municipal Council","Nyamatare","urban","continuous","second_year",138,85.4665565648225,87.0967745664741,37.159372419488,1.77823781998349,1.1962688396489,5.79965664739886,8.67474598757356,10.2328555703337,27.6413494518619,2.7046396127239,21.0992292870905,602.649488531993,0,1.08908463969963,2.09689477428594,0.432516962814672,873.505430505563,6.32974949641712,218.496866857816,23.8038688998144,606.267984908794,876.210070118286,6.34934833419048
"165","Musoma Municipal Council","Nyamatare","urban","continuous","third_year",203,125.722543352601,105.760369116433,37.159372419488,2.20845664739885,1.17639452396244,5.70330355078449,21.2925583331351,25.1170091271827,56.5133150239124,2.7046396127239,21.0992292870905,656.649488531993,0,1.08908463969963,2.09689477428594,0.432516962814672,1015.61096883047,5.00300969867224,277.730439610668,23.8038688998144,660.267984908793,1018.31560844319,5.01633304651817
"166","Musoma Municipal Council","Nyasho","urban","continuous","first_year",152,94.1370767960364,95.8884079273329,37.159372419488,2.72471924029728,1.13794204361256,5.51688125516104,36.2762104934894,42.7919414759408,83.8631508131701,2.7046396127239,21.1573538856776,638.877429377275,60.8062457773442,2.12183839651496,6.29068432285782,1.29755088844401,1053.51120522497,6.93099477121691,236.564399681928,23.8619934984015,709.393748762436,1053.68329275594,6.9321269260259
"167","Musoma Municipal Council","Nyasho","urban","continuous","second_year",116,71.8414533443435,53.9046333608589,37.159372419488,0.7170313790256,0.37427342722574,1.8145230388109,20.1096384257387,23.7216197312281,48.1125071245916,2.7046396127239,21.0992292870905,584.649488531993,0,1.08908463969963,2.09689477428594,0.432516962814672,823.29100829023,7.09733627836405,165.811286969753,23.8038688998144,588.267984908793,825.995647902952,7.12065213709441
"168","Musoma Municipal Council","Nyasho","urban","continuous","third_year",199,123.245251857969,80.9873344343519,37.159372419488,3.29834434351776,1.58915970884179,7.7044393063584,17.3494919751471,20.4657111406674,50.487700059984,2.7046396127239,21.0992292870905,620.649488531993,0,1.08908463969963,2.09689477428594,0.432516962814672,949.838816326396,4.7730593785246,253.983902070527,23.8038688998144,624.267984908793,952.543455939118,4.78665053235738
"169","Musoma Municipal Council","Rwamlimi","urban","pulsed","first_year",422,261.354252683733,105.296500412882,49.5458298926507,3.92933195706029,1.62156348441753,7.86153674649052,145.285286912519,146.136730097512,291.422017010033,0,6.62074502247914,149.638876864891,3.53898784947505,0,0.749443199245016,0.662503908802718,889.349764094091,2.10746389595756,429.609015177234,6.62074502247914,154.589811822413,882.24158903216,2.09061987922313
"170","Musoma Municipal Council","Rwamlimi","urban","pulsed","second_year",577,357.349298100743,97.5677241948804,49.5458298926507,5.8509760528489,2.41115512126495,11.6895729149464,194.73326175643,195.874494376315,390.607756132746,0,11.242774566474,146.361019132202,0,0,0.749443199245016,0.662503908802718,1074.0380532168,1.86141776987314,524.414556277335,11.242774566474,147.77296624025,1074.0380532168,1.86141776987314
"171","Musoma Municipal Council","Rwamlimi","urban","pulsed","third_year",773,478.736581337738,148.812900082577,49.5458298926508,8.94855161023949,3.67215295745787,17.8030436003303,271.199202236703,272.788562848689,543.987765085395,0,10.9929351316635,146.826325254651,0,0,1.49888639849003,1.32500781760544,1412.1499791688,1.82684344006313,707.519059480993,10.9929351316635,149.650219470747,1412.1499791688,1.82684344006313
"172","Rorya","Baraki","rural","pulsed","first_year",820,507.84475639967,144.897083402147,74.318744838976,17.8110594549959,7.31229491237729,35.4508939719241,245.20078247341,246.637779568082,491.838562041495,0,6.62074502247914,135.884017256779,3.09661436829066,0,8.62845788604459,1.77975282518274,1440.08238977338,1.756198036309,787.63483298009,6.62074502247914,149.388842336297,1435.48298238036,1.75058900290288
"173","Rorya","Baraki","rural","pulsed","second_year",509,315.23534269199,150.945531791908,74.318744838976,23.4325854665566,9.62046494326697,46.6411826589597,144.265741039449,145.111209184547,289.376950223998,0,11.242774566474,133.015891740677,0,0,8.62845788604459,1.77975282518274,1064.23767963403,2.09084023503739,620.193852391657,11.242774566474,143.424102451904,1064.23767963403,2.09084023503739
"174","Rorya","Baraki","rural","pulsed","third_year",518,320.809248554913,110.307479768786,74.318744838976,10.8988769611891,4.87486327491819,23.6339293146161,164.656658500855,165.621627443847,330.278285944704,0,10.9929351316635,133.015891740677,0,0,8.62845788604459,1.77975282518274,1002.34863634902,1.93503597750776,544.843142713399,10.9929351316635,143.424102451904,1029.53846624167,1.98752599660554
"175","Rorya","Bukwe","rural","pulsed","first_year",459,284.269199009083,132.263481420314,74.318744838976,12.5910710156895,5.18821760406154,25.1531091659786,146.30483278559,147.162251010477,293.467083796068,0,6.62074502247914,135.884017256779,3.09661436829066,0,8.62845788604459,1.77975282518274,987.859901601963,2.15220022135504,533.783823054103,6.62074502247914,149.388842336297,983.260494208948,2.14217972594542
"176","Rorya","Bukwe","rural","pulsed","second_year",251,155.450041288192,105.626170107349,74.318744838976,13.6522774566474,5.59065285806038,27.1041641618498,81.0538969090898,81.5289125807173,162.582809489808,0,11.242774566474,133.015891740677,0,0,8.62845788604459,1.77975282518274,698.991737219261,2.78482763832375,381.742050711075,11.242774566474,143.424102451904,698.991737219261,2.78482763832375
"177","Rorya","Bukwe","rural","pulsed","third_year",210,130.057803468208,90.7910338563172,74.318744838976,6.48196366639142,2.87344898614552,13.930829727498,71.877984051457,72.2992243640324,144.17720841549,0,10.9929351316635,133.015891740677,0,0,8.62845788604459,1.77975282518274,604.829855843998,2.88014217068571,318.453824543536,10.9929351316635,143.424102451904,617.048070542594,2.93832414544092
"178","Rorya","Ikoma","rural","continuous","first_year",1016,629.232039636664,230.966639141206,37.159372419488,7.65789512799341,3.15204290148943,15.2814868703551,252.356246911231,297.68307113698,550.03931804821,2.7046396127239,21.1573538856776,302.623194149667,59.746441929373,14.4989815796115,42.9856092104244,8.8664464084815,1926.07146092136,1.8957396268911,923.449476097196,23.8619934984015,428.720673277557,1926.07146092137,1.89573962689111
"179","Rorya","Ikoma","rural","continuous","second_year",219,135.631709331131,133.103838976053,37.159372419488,15.8320528488852,6.51810783099367,31.6005785301405,51.2598626538437,60.466873824699,112.069236395953,2.7046396127239,21.0992292870905,285.844217125331,0,7.4419513548149,14.3285364034748,2.9554821361605,803.584312639516,3.66933476091103,359.845659936692,23.8038688998144,310.570187019781,806.28895225224,3.68168471348055
"180","Rorya","Ikoma","rural","continuous","third_year",222,137.489677952106,96.5962089182495,37.159372419488,8.05943270024774,3.29815447135823,15.9898535094963,36.2762104934894,42.7919414759408,79.5819018455452,2.7046396127239,21.0992292870905,321.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,745.844018123363,3.35965773929443,298.592699970945,23.8038688998144,346.570187019781,748.548657736086,3.371840800613
"181","Rorya","Kigunga","rural","pulsed","first_year",393,243.393889347647,134.439301403799,99.0916597853014,6.3385573905863,2.60463511942992,12.6275874483898,118.777094212691,119.473186360422,238.250280573115,0,6.62074502247914,137.669731542494,3.09661436829066,0,11.5046105147261,2.37300376691032,902.610023676182,2.29671761749665,498.495630495153,6.62074502247914,154.643960192421,898.010616283167,2.28501429079686
"182","Rorya","Kigunga","rural","pulsed","second_year",455,281.791907514451,176.898786127168,99.0916597853014,10.784151940545,4.43923869926905,21.5219684558217,116.738002466551,117.422144534492,234.160147001044,0,11.242774566474,134.801606026391,0,0,11.5046105147261,2.37300376691032,988.609854398102,2.17276891076506,594.527712522556,11.242774566474,148.679220308028,988.609854398102,2.17276891076506
"183","Rorya","Kigunga","rural","pulsed","third_year",341,211.189099917424,122.149874483898,99.0916597853014,11.5011833195706,4.73829608985534,22.9718350123865,98.3861767512851,98.9627681011223,197.348944852408,0,10.9929351316635,134.801606026391,0,0,11.5046105147261,2.37300376691032,828.663048900535,2.43009691759688,471.641948608435,10.9929351316635,148.679220308028,828.663048900535,2.43009691759688
"184","Rorya","Kinyenche","rural","pulsed","first_year",431,266.928158546656,117.979227910818,99.0916597853014,12.2755772089183,5.04210603419274,24.4447425268374,141.716876356773,142.547406902135,284.26428325891,0,6.62074502247914,137.669731542494,3.09661436829066,0,11.5046105147261,2.37300376691032,975.889867879547,2.2642456331312,525.761472012723,6.62074502247914,154.643960192421,971.290460486533,2.2535741542611
"185","Rorya","Kinyenche","rural","pulsed","second_year",209,129.43848059455,111.529238645747,99.0916597853014,10.9562394715112,4.5017681668043,21.8251189099918,67.2900276226406,67.6843802556899,134.974407878331,0,11.242774566474,134.801606026391,0,0,11.5046105147261,2.37300376691032,672.238908326739,3.2164541068265,377.342505573906,11.242774566474,148.679220308028,672.238908326739,3.2164541068265
"186","Rorya","Kinyenche","rural","pulsed","third_year",239,148.018166804294,120.922843930636,99.0916597853014,6.94086374896781,4.66131257454813,22.5986095788605,82.0734427821601,82.5544334936823,164.627876275843,0,10.9929351316635,134.801606026391,0,0,11.5046105147261,2.37300376691032,697.393332894542,2.91796373596043,402.233456422608,10.9929351316635,148.679220308028,726.533488138142,3.03988907170771
"187","Rorya","Kirogo","rural","pulsed","first_year",486,300.990916597853,164.834847233691,123.864574731627,20.7939099917424,8.53597931002845,41.3834645747317,137.128919927957,137.932562793792,275.061482721751,0,6.62074502247914,139.455445828208,3.09661436829066,0,14.3807631434077,2.9662547086379,1106.58440562546,2.27692264531988,660.403692439674,6.62074502247914,159.899078048544,1101.98499823245,2.26745884409969
"188","Rorya","Kirogo","rural","pulsed","second_year",275,170.313790255987,148.351362510322,123.864574731627,36.5399190751446,15.0130816359299,72.7852434351777,72.3877569879921,72.8119848205149,145.199741808508,0,11.242774566474,145.515891740677,0,0,28.7615262868154,5.9325094172758,903.520415463938,3.28552878350523,566.867971644188,11.242774566474,180.209927444768,903.520415463938,3.28552878350523
"189","Rorya","Kirogo","rural","pulsed","third_year",173,107.142857142857,102.667058629232,123.864574731627,13.4801899256813,6.30930968437472,30.5882997522709,58.1141147650078,58.4546920390049,116.568806804013,0,10.9929351316635,136.587320312106,0,0,14.3807631434077,2.9662547086379,637.125246101297,3.68280489075894,384.052289866043,10.9929351316635,153.934338164151,665.548369965871,3.847100404427
"190","Rorya","Kisumwa","rural","continuous","first_year",1237,766.102394715112,510.80879933939,61.9322873658136,113.319639141206,46.5258122992935,225.562789595376,345.412612959747,407.453703618741,752.866316578488,2.7046396127239,21.1573538856776,565.640535190129,84.5193568756984,16.7230179445376,57.3141456138992,11.821928544642,3236.82692917102,2.61667496295151,1724.25172245619,23.8619934984015,736.018984168906,3236.99901670199,2.61681407979142
"191","Rorya","Kisumwa","rural","continuous","second_year",598,370.355078447564,316.461548307185,61.9322873658134,125.48049132948,54.2193327216565,262.861911147812,111.983084566859,132.096862817035,272.678690487627,2.7046396127239,21.0992292870905,465.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,1975.65875611401,3.30377718413714,1191.31064931951,23.8038688998144,490.57018701978,1978.36339572673,3.30829999285407
"192","Rorya","Kisumwa","rural","continuous","third_year",603,373.451692815855,342.128647398844,61.9322873658135,133.138386457473,60.904644034621,295.273112469035,0,0,73.1237323670324,2.7046396127239,21.0992292870905,555.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,1941.62191921554,3.21993684778697,1266.82877054164,23.8038688998144,580.57018701978,1944.32655882827,3.22442215394406
"193","Rorya","Kitembe","rural","continuous","first_year",834,516.515276630884,204.59173905863,37.159372419488,5.39207597027251,2.21425799767563,10.7349917423617,192.027331634015,226.518211943296,427.621791388675,2.7046396127239,21.1573538856776,392.623194149667,59.746441929373,14.4989815796115,42.9856092104244,8.8664464084815,1722.03156752482,2.06478605218803,776.607713819311,23.8619934984015,518.720673277557,1746.81217198394,2.09449900717499
"194","Rorya","Kitembe","rural","continuous","second_year",484,299.752270850537,243.63255161024,37.159372419488,5.50680099091661,2.39677962810044,11.6198787778696,43.3737299378678,51.1642778516684,129.472999365355,2.7046396127239,21.0992292870905,375.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,1038.20592461494,2.14505356325402,600.067654277151,23.8038688998144,400.570187019781,1153.9147095621,2.38412130074814
"195","Rorya","Kitembe","rural","continuous","third_year",309,191.370767960363,164.582356729975,37.159372419488,2.72471924029728,1.10357440285042,5.35026275805121,31.9388374997026,37.675513690774,91.7055958634209,2.7046396127239,21.0992292870905,357.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,819.079426540113,2.65074248071234,402.291053511026,23.8038688998144,382.57018701978,900.370705294042,2.91382105273153
"196","Rorya","Koryo","rural","continuous","first_year",654,405.03715937242,173.858274979356,49.5458298926507,13.9104087530966,6.23491847111356,30.2276421139555,48.894022839051,57.6760950327898,160.342604905209,2.7046396127239,21.1573538856776,449.131864669898,72.1328994025354,15.6109997620745,50.1498774121618,10.3441874765618,1460.38866070943,2.233010184571,678.814233582592,23.8619934984015,597.369828723231,1460.38866070943,2.233010184571
"197","Rorya","Koryo","rural","continuous","second_year",771,477.497935590421,281.779299752271,49.5458298926508,25.9852171758877,12.7490985717344,61.8091785301405,110.011551387865,129.771213823777,283.96525455753,2.7046396127239,21.0992292870905,459.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,1698.05474895719,2.20240564067081,909.366559513106,23.8038688998144,484.570187019781,1701.70586999023,2.20714120621301
"198","Rorya","Koryo","rural","continuous","third_year",988,611.890999174236,322.31021965318,49.5458298926508,37.084862923204,23.1715667798269,112.338570437655,0,0,135.80121725306,2.7046396127239,21.0992292870905,435.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,1773.81268242068,1.79535696601284,1156.34204886075,23.8038688998144,460.57018701978,1776.51732203341,1.7980944554994
"199","Rorya","Nyaburongo","rural","pulsed","first_year",554,343.104872006606,162.593093311313,99.0916597853014,14.4553526011561,5.93723578615775,28.784440297275,175.361890168094,176.38959702998,351.751487198075,0,6.62074502247914,144.812588685351,3.09661436829066,0,23.0092210294522,4.74600753382064,1192.60272501829,2.15271250003302,653.96665378781,6.62074502247914,175.664431616914,1188.00331762528,2.14441032062325
"200","Rorya","Nyaburongo","rural","pulsed","second_year",303,187.654830718415,147.548952931462,99.0916597853014,21.539622625929,8.85899585588892,42.9494880264245,97.3666308782148,97.9372471881573,195.303878066373,0,11.242774566474,134.801606026391,0,0,11.5046105147261,2.37300376691032,862.869422884295,2.84775387090526,507.64354994342,11.242774566474,148.679220308028,862.869422884295,2.84775387090526
"201","Rorya","Nyaburongo","rural","pulsed","third_year",199,123.245251857969,120.593174236169,99.0916597853014,5.19130718414534,2.54552277731902,12.3410036333609,69.8388923053164,70.2481825381024,140.087074843419,0,10.9929351316635,134.801606026391,0,0,11.5046105147261,2.37300376691032,621.380098560017,3.12251305809054,363.007919474264,10.9929351316635,148.679220308028,662.767149757375,3.33048818973555
"202","Rorya","Nyahongo","rural","continuous","first_year",1001,619.942196531792,231.190155243601,49.5458298926508,14.5700776218002,6.89776224883017,33.4411892650703,218.051569596735,257.216778654297,493.420843873761,2.7046396127239,21.1573538856776,521.131864669898,72.1328994025354,15.6109997620745,50.1498774121618,10.3441874765618,2112.89895286941,2.11078816470471,955.587210803744,23.8619934984015,669.369828723231,2142.23987689914,2.14009977712202
"203","Rorya","Nyahongo","rural","continuous","second_year",1344,832.369942196532,258.198350949629,49.5458298926507,11.4725020644096,5.29159546747408,25.654297605285,92.6620594127175,109.30550268311,243.067552185026,2.7046396127239,21.0992292870905,483.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,1871.2907715564,1.39232944312232,1182.53251817598,23.8038688998144,508.57018701978,1957.9741262806,1.45682598681592
"204","Rorya","Nyahongo","rural","continuous","third_year",1098,680.016515276631,219.679075970273,49.5458298926508,11.8166771263419,5.67529544759458,27.5145217175888,60.3289152772161,71.1648591936842,174.820014023264,2.7046396127239,21.0992292870905,483.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,1631.7092524499,1.48607400040975,994.24791543108,23.8038688998144,508.57018701978,1701.44198537394,1.54958286463929
"205","Rorya","Nyamagaro","rural","continuous","first_year",774,479.355904211396,197.029444260942,37.159372419488,8.94855161023949,3.9970548138973,19.3782072667218,174.283533023069,205.587371003977,388.090902044885,2.7046396127239,21.1573538856776,428.623194149666,59.746441929373,14.4989815796115,42.9856092104244,8.8664464084815,1702.81915790394,2.20002475181387,745.868534582684,23.8619934984015,554.720673277557,1712.54210340353,2.21258669690378
"206","Rorya","Nyamagaro","rural","continuous","second_year",900,557.390586292321,368.652558216351,37.159372419488,36.5972815854666,17.860293383185,86.5888718414536,84.7759266967416,100.002906710079,237.523820687959,2.7046396127239,21.0992292870905,411.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,1787.68288611707,1.98631431790786,1104.24896373826,23.8038688998144,436.570187019781,1802.14684034582,2.00238537816202
"207","Rorya","Nyamagaro","rural","continuous","third_year",979,606.317093311313,374.87375639967,37.159372419488,17.6963344343518,9.54693783068784,46.2847142857144,123.023670369225,145.120497179278,304.449158793961,2.7046396127239,21.0992292870905,339.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,1781.99678378206,1.82022143389383,1091.87820868123,23.8038688998144,364.570187019781,1784.70142339478,1.82298408926944
"208","Rorya","Nyamtinga","rural","continuous","first_year",904,559.867877786953,383.36736829067,49.5458298926508,36.2531065235343,16.2134353151665,78.6047038810902,236.978288115078,279.54300898957,525.255044998602,2.7046396127239,21.1573538856776,545.131864669897,72.1328994025354,15.6109997620745,50.1498774121618,10.3441874765618,2351.19548618528,2.60087996259433,1123.85232169006,23.8619934984015,693.369828723231,2366.3391889103,2.61763184613971
"209","Rorya","Nyamtinga","rural","continuous","second_year",1255,777.250206440958,644.061649050372,49.5458298926508,52.2285656482247,24.782211173808,120.14717010735,99.3652722212971,117.212709260186,304.94296017326,2.7046396127239,21.0992292870905,483.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,2320.47335726583,1.84898275479349,1668.01563231336,23.8038688998144,508.57018701978,2505.33264840622,1.99628099474599
