"","district","ward","location","strategy","vaccination_year","total_dogs","vaccine_bundle","labour_VX_cost","perdiem_VX_cost","travel_VX_cost","fuel_VX_cost","vehicle_rent_VL","HH_wait","HH_trav","Household_costs","zeepot_cost","refrigeration_cost","labour_NVX_cost","perdiem_NVX_cost","travel_NVX_cost","vehicle_rent_NVL","fuel_NVX_cost","main_total","cost_per_dog","Vacc_delivery","vacc_storage","non_vacc_NV","total_total","perDog_cost"
"70","Butiama","Kamugegi","rural","pulsed","first_year",319,197.563996696945,151.450257638316,74.318744838976,6.65405119735757,3.44882220845949,16.7203090008258,105.522997862777,106.141414491877,211.664412354656,0,6.62074502247914,154.530713599584,3.53898784947505,0,8.62845788604459,1.77975282518274,799.511044323444,2.50630421418008,450.156181580879,6.62074502247914,168.477912160287,836.919251118301,2.62357132012007
"71","Butiama","Kamugegi","rural","pulsed","second_year",306,189.512799339389,130.747000825764,74.318744838976,0,0,0,102.974133180102,103.577612209465,206.551745389567,0,11.242774566474,151.252855866896,0,0,8.62845788604459,1.77975282518274,660.284273569673,2.15779174369174,394.578545004129,11.242774566474,161.661066578123,774.034131538294,2.5295233056807
"72","Butiama","Kamugegi","rural","pulsed","third_year",335,207.473162675475,126.790964492155,74.318744838976,0,0,0,113.67936484734,114.345581795597,228.024946642938,0,10.9929351316635,151.252855866896,0,0,8.62845788604459,1.77975282518274,698.953713010034,2.0864289940598,408.582872006606,10.9929351316635,161.661066578123,809.261820359331,2.41570692644577
"73","Butiama","Kukirango","rural","pulsed","first_year",339,209.950454170107,182.109539223782,99.0916597853014,11.6732708505368,4.78393631678748,23.1931043765484,122.345504768437,123.0625095558,245.408014324238,0,6.62074502247914,156.316427885299,3.53898784947505,0,11.5046105147261,2.37300376691032,962.14874877771,2.83819689904929,530.801964723064,6.62074502247914,173.73303001641,956.563754086191,2.82172198845484
"74","Butiama","Kukirango","rural","pulsed","second_year",480,297.274979355904,173.010655656483,99.0916597853014,11.2143707679604,4.60149324097012,22.3085981833196,169.244614929672,170.23647155219,339.481086481863,0,11.242774566474,160.181427295468,0,0,23.0092210294522,4.74600753382064,1146.16227389702,2.38783807061878,607.501756989938,11.242774566474,187.93665585874,1146.16227389702,2.38783807061878
"75","Butiama","Kukirango","rural","pulsed","third_year",297,183.938893476466,142.854126341866,99.0916597853014,10.8701957060281,4.45801325045111,21.6129897605285,99.9154955608906,100.50104947057,200.416545031461,0,10.9929351316635,153.03857015261,0,0,11.5046105147261,2.37300376691032,841.151542918014,2.83216007716503,462.825878320641,10.9929351316635,166.916184434247,841.151542918013,2.83216007716503
"76","Butiama","Kyanyari","rural","continuous","first_year",1176,728.323699421966,395.884270024773,37.1593724194881,26.5588422791082,11.1807558338686,54.2056624277458,301.250269750282,355.35916616977,666.370683566236,2.7046396127239,21.1573538856776,413.147920543704,60.162793441076,11.1808164523357,33.1481355455631,6.83731538890325,2463.03172244515,2.09441472997036,1253.31260240695,23.8619934984015,524.476981371582,2468.02226084317,2.09865838507072
"77","Butiama","Kyanyari","rural","continuous","second_year",1058,655.243600330306,447.702753096615,37.159372419488,32.5532246077622,15.1037336529345,73.2247354252685,201.490690893186,237.681327110932,468.113261025262,2.7046396127239,21.0992292870905,377.799707732568,0,5.73882321930818,11.0493785151877,2.27910512963442,2147.06692444143,2.02936382272347,1260.98741953237,23.8038688998144,396.867014596698,2149.77156405415,2.03192019286782
"78","Butiama","Kyanyari","rural","continuous","third_year",1289,798.307184145335,406.46403220479,37.159372419488,26.9030173410405,11.2158304660978,54.3757085053676,298.884429935489,352.56838737786,658.645315578959,2.7046396127239,21.0992292870905,341.799707732568,0,5.73882321930818,11.0493785151877,2.27910512963442,2375.03670454487,1.84254205162519,1334.42514508212,23.8038688998144,360.867014596698,2377.74134415759,1.84464029802761
"79","Butiama","Mirwa","rural","continuous","first_year",681,421.758876961189,214.575458298927,37.159372419488,8.43228901734106,3.48806023488394,16.9105397192403,176.255066202063,207.913019997234,391.018084547497,2.7046396127239,21.1573538856776,377.147920543704,60.162793441076,11.1808164523357,33.1481355455631,6.83731538890325,1605.68165606855,2.35782915722254,702.32459665107,23.8619934984015,488.476981371582,1605.68165606855,2.35782915722254
"80","Butiama","Mirwa","rural","continuous","second_year",381,235.962014863749,124.312205615194,37.159372419488,5.42075722543354,2.23829570755727,10.8515294797688,117.109070832243,138.143550199505,255.252621031748,2.7046396127239,21.0992292870905,323.799707732568,0,5.73882321930818,11.0493785151877,2.27910512963442,1035.16304022673,2.71696336017513,415.944175311191,23.8038688998144,342.867014596698,1037.86767983945,2.72406215180958
"81","Butiama","Mirwa","rural","continuous","third_year",555,343.724194880264,119.208587943848,37.159372419488,5.67888852188275,2.3182250206441,11.2390364987614,145.499148609756,171.632895702415,317.132044312171,2.7046396127239,21.0992292870905,359.799707732568,0,5.73882321930818,11.0493785151877,2.27910512963442,1236.42659348085,2.22779566392945,519.328305284889,23.8038688998144,378.867014596698,1239.13123309357,2.23266888845689
"82","Butiama","Muriaza","rural","pulsed","first_year",408,252.683732452519,155.933765483072,74.318744838976,7.51448885218829,3.09285200477108,14.9945222130471,125.913915324184,126.651832751177,252.565748075362,0,6.62074502247914,154.530713599584,3.53898784947505,0,8.62845788604459,1.77975282518274,941.78750579422,2.30830271027995,508.538105844573,6.62074502247914,168.477912160287,936.202511102701,2.29461399780074
"83","Butiama","Muriaza","rural","pulsed","second_year",504,312.1387283237,136.35138563171,74.318744838976,9.72294549958714,4.01429755023397,19.461802146986,155.480745643223,156.391939227162,311.872684870386,0,11.242774566474,151.252855866896,0,0,8.62845788604459,1.77975282518274,1040.78443000618,2.06504847223448,556.007903991192,11.242774566474,161.661066578123,1040.78443000618,2.06504847223448
"84","Butiama","Muriaza","rural","pulsed","third_year",341,211.189099917424,146.241476465731,74.318744838976,10.1531643270025,4.19018131632872,20.3145080099092,104.503451989707,105.115893578912,209.61934556862,0,10.9929351316635,151.252855866896,0,0,8.62845788604459,1.77975282518274,848.680522153779,2.4887991852017,466.407174875371,10.9929351316635,161.661066578123,848.680522153778,2.4887991852017
"85","Butiama","Nyankanga","rural","pulsed","first_year",633,392.031379025599,185.076566473989,49.5458298926507,16.1762279108175,6.63676456555648,32.1758407927334,176.891208977699,177.927878399427,354.819087377128,0,6.62074502247914,152.74499931387,3.53898784947505,0,5.75230525736306,1.18650188345516,1211.89023005663,1.91451853089516,681.642608661346,6.62074502247914,163.222794304163,1206.30523536512,1.90569547451045
"86","Butiama","Nyankanga","rural","pulsed","second_year",312,193.228736581338,129.164586292321,49.5458298926507,12.6484335260116,5.20801336514054,25.2490814203138,88.7004909571171,89.2203194279548,177.920810385073,0,11.242774566474,149.467141581182,0,0,5.75230525736306,1.18650188345516,760.614214751322,2.4378660729209,415.044681077775,11.242774566474,156.405948722,760.614214751322,2.4378660729209
"87","Butiama","Nyankanga","rural","pulsed","third_year",498,308.422791081751,113.670110652354,49.5458298926507,10.5833831544179,4.34100616264489,21.0457251857969,136.109374054887,136.907041880827,273.016415935715,0,10.9929351316635,149.467141581182,0,0,5.75230525736306,1.18650188345516,948.024145918994,1.90366294361244,507.608846129615,10.9929351316635,156.405948722,948.024145918993,1.90366294361244
"88","Musoma District Council","Bugoji","rural","pulsed","first_year",237,146.779521056978,64.8130619322875,74.318744838976,11.0709644921553,4.53931726916843,22.0071615194055,75.9561675437382,76.4013080158924,152.357475559631,0,6.62074502247914,135.884017256779,3.09661436829066,0,8.62845788604459,1.77975282518274,636.495241420393,2.68563393004385,323.52877110897,6.62074502247914,149.388842336297,631.895834027378,2.66622714779484
"89","Musoma District Council","Bugoji","rural","pulsed","second_year",231,143.063583815029,81.626216350124,74.318744838976,16.2049091659786,6.66021311588219,32.2895222130471,70.3486652418515,70.7609429945849,141.109608236437,0,11.242774566474,133.015891740677,0,0,8.62845788604459,1.77975282518274,649.939674753852,2.81359166560109,354.163189499037,11.242774566474,143.424102451904,649.939674753852,2.81359166560109
"90","Musoma District Council","Bugoji","rural","pulsed","third_year",309,191.370767960363,92.7031180842281,74.318744838976,17.3808406275805,7.15495003364223,34.6880668868704,101.444814370496,102.039330840017,203.484145210514,0,10.9929351316635,133.015891740677,0,0,8.62845788604459,1.77975282518274,775.517671225743,2.5097659262969,417.616488431661,10.9929351316635,143.424102451904,775.517671225743,2.5097659262969
"91","Musoma District Council","Bugwema","rural","continuous","first_year",1045,647.19240297275,323.055273327829,49.5458298926508,71.2442378199836,29.9912064715417,145.401012056152,205.433757251174,242.332625097448,465.576378053941,2.7046396127239,21.1573538856776,497.131864669897,72.1328994025354,19.8370571419511,63.7259624014432,13.1444648764982,2421.15223246171,2.31689208848011,1266.42996254091,23.8619934984015,665.972248492325,2421.84058258557,2.31755079673261
"92","Musoma District Council","Bugwema","rural","continuous","second_year",982,608.175061932288,268.368333608588,49.5458298926507,52.1998843930637,22.9837819907025,111.428166969447,178.226599381057,210.238668990492,396.342766471979,2.7046396127239,21.0992292870905,387.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,1949.40681463199,1.98513932243584,1112.70105878674,23.8038688998144,419.263760086184,1952.11145424472,1.98789353792741
"93","Musoma District Council","Bugwema","rural","continuous","third_year",1101,681.874483897606,231.972461601982,49.5458298926508,53.0603220478944,21.8426192081842,105.895671180843,186.112732097033,219.541264963523,414.216494995805,2.7046396127239,21.0992292870905,483.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,2032.47518598849,1.84602650861807,1144.19138782916,23.8038688998144,515.263760086184,2097.47551181096,1.90506404342503
"94","Musoma District Council","Bukima","rural","continuous","first_year",276,170.933113129645,79.9442592898432,37.159372419488,6.62536994219654,3.38904215218522,16.4304880264245,62.6947550920089,73.9556379855934,145.897890847672,2.7046396127239,21.1573538856776,320.623194149667,59.746441929373,18.4240042584325,54.6222534869514,11.2666841798557,948.924107310135,3.43813082358744,314.481644959782,23.8619934984015,464.682578004279,948.924107310135,3.43813082358745
"95","Musoma District Council","Bukima","rural","continuous","second_year",361,223.575557390586,272.503381502891,37.159372419488,65.9668868703552,38.2390867587241,185.387737572255,45.7395697526606,53.9550566435776,126.752119871627,2.7046396127239,21.0992292870905,357.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,1298.13902688719,3.59595298306702,822.832022514299,23.8038688998144,389.263760086184,1362.65177137192,3.77465864645962
"96","Musoma District Council","Bukima","rural","continuous","third_year",372,230.388109000826,243.297277456648,37.159372419488,69.4373187448391,43.3803287075267,210.313103055327,3.94306635798798,4.65129798651531,51.4068540207518,2.7046396127239,21.0992292870905,375.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,1313.25777144094,3.53026282645414,833.975509384654,23.8038688998144,407.263760086184,1316.4499923914,3.53884406556829
"97","Musoma District Council","Bulinga","rural","pulsed","first_year",72,44.5912469033856,57.0987910817507,74.318744838976,16.4630404624278,6.76418013885066,32.7935669694468,27.0179656363633,27.1763041935724,54.194269829936,0,6.62074502247914,135.884017256779,3.09661436829066,0,8.62845788604459,1.77975282518274,446.832834976565,6.20601159689674,232.029570394838,6.62074502247914,149.388842336297,442.23342758355,6.14213093866042
"98","Musoma District Council","Bulinga","rural","pulsed","second_year",50,30.9661436829067,42.2636548307185,74.318744838976,24.9813732452519,10.2538900204912,49.7121043765484,21.4104633344766,21.535939172265,42.9464025067417,0,11.242774566474,133.015891740677,0,0,8.62845788604459,1.77975282518274,430.109190520013,8.60218381040025,232.495910994893,11.242774566474,143.424102451904,430.109190520013,8.60218381040025
"99","Musoma District Council","Bulinga","rural","pulsed","third_year",108,66.8868703550785,62.1097704376549,74.318744838976,25.2681857968621,10.3938743309784,50.3907653179192,40.2720619862773,40.5080760621174,80.7801380483951,0,10.9929351316635,138.37303459782,0,0,17.2569157720892,3.55950565036548,540.330740277802,5.00306240997965,289.368211077469,10.9929351316635,159.189456020274,540.330740277802,5.00306240997965
"100","Musoma District Council","Bwasi","rural","continuous","first_year",475,294.178364987614,159.143464905037,37.159372419488,6.16646985962016,2.52981185582775,12.2648351775393,141.556082251768,166.9815977159,309.736429678603,2.7046396127239,21.1573538856776,302.623194149667,59.746441929373,18.4240042584325,54.6222534869514,11.2666841798557,1285.09795044422,2.70546936935624,511.442319205126,23.8619934984015,446.682578004279,1291.72332038641,2.71941751660297
"101","Musoma District Council","Bwasi","rural","continuous","second_year",442,273.740710156895,198.854825763832,37.159372419488,27.5913674649051,11.7527119307582,56.9785750619324,115.531844289048,136.283031004899,256.781124096391,2.7046396127239,21.0992292870905,339.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,1255.22167626748,2.83986804585402,606.077562797811,23.8038688998144,371.263760086184,1257.9263158802,2.84598714000045
"102","Musoma District Council","Bwasi","rural","continuous","third_year",757,468.827415359207,319.590773740711,37.159372419488,17.7536969446739,11.0249427699789,53.4502617671347,51.6541692896425,60.9320036233506,167.043659781181,2.7046396127239,21.0992292870905,411.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,1526.56467862964,2.01659799026372,907.806463001193,23.8038688998144,443.263760086184,1541.91775176837,2.0368794607244
"103","Musoma District Council","Etaro","rural","pulsed","first_year",304,188.274153592073,98.9009083402148,99.0916597853014,19.9908348472337,8.21634061228859,39.8338173410406,91.2493556397929,91.7841217103673,183.033477350161,0,6.62074502247914,137.669731542494,3.09661436829066,0,11.5046105147261,2.37300376691032,803.205304476228,2.64212271209285,454.307714518152,6.62074502247914,154.643960192421,798.605897083213,2.62699308251057
"104","Musoma District Council","Etaro","rural","pulsed","second_year",400,247.729149463254,130.681066886871,99.0916597853014,18.4707283236995,7.58303336697557,36.7634668868704,113.169591910805,113.832821339115,227.002413249921,0,11.242774566474,134.801606026391,0,0,11.5046105147261,2.37300376691032,927.243512837393,2.31810878209348,540.319104712971,11.242774566474,148.679220308028,927.243512837393,2.31810878209348
"105","Musoma District Council","Etaro","rural","pulsed","third_year",240,148.637489677952,99.889917423617,99.0916597853014,21.482260115607,8.82411761017831,42.7803940545005,75.4463946072031,75.8885475594099,151.334942166614,0,10.9929351316635,134.801606026391,0,0,11.5046105147261,2.37300376691032,731.712936273461,3.04880390113942,420.705838667156,10.9929351316635,148.679220308028,731.712936273461,3.04880390113942
"106","Musoma District Council","Ifulifu","rural","pulsed","first_year",289,178.984310487201,120.527240297275,74.318744838976,27.6200487200661,11.3484699207878,55.0187606936418,89.7200368301875,90.2458403409198,179.965877171108,0,6.62074502247914,135.884017256779,3.09661436829066,0,8.62845788604459,1.77975282518274,808.392446880847,2.79720569854964,467.817574957948,6.62074502247914,149.388842336297,803.793039487832,2.78129079407554
"107","Musoma District Council","Ifulifu","rural","pulsed","second_year",321,198.802642444261,103.780019818332,74.318744838976,27.0464236168456,11.1072287212894,53.8491940545005,96.8568579416796,97.4244867316748,194.281344673355,0,11.242774566474,133.015891740677,0,0,8.62845788604459,1.77975282518274,817.852475185938,2.54782702550137,468.904253494205,11.242774566474,143.424102451904,817.852475185938,2.54782702550137
"108","Musoma District Council","Ifulifu","rural","pulsed","third_year",271,167.836498761354,93.3624574731628,74.318744838976,24.8092857142858,10.180362907912,49.3556360033032,76.9757134168086,77.4268289288573,154.402542345667,0,10.9929351316635,133.015891740677,0,0,8.62845788604459,1.77975282518274,728.682565628229,2.68886555582372,419.862985698994,10.9929351316635,143.424102451904,728.682565628229,2.68886555582372
"109","Musoma District Council","Makojo","rural","pulsed","first_year",239,148.018166804294,91.9778447563998,74.318744838976,26.8169735755574,11.0320912392574,53.4849184145336,81.563669845625,82.0416730371998,163.605342882826,0,6.62074502247914,135.884017256779,3.09661436829066,0,8.62845788604459,1.77975282518274,729.863077263635,3.05382040696082,405.648739629018,6.62074502247914,149.388842336297,725.26366987062,3.03457602456327
"110","Musoma District Council","Makojo","rural","pulsed","second_year",122,75.5573905862923,65.6702031379027,74.318744838976,17.7823781998349,7.31276624002202,35.4531790255988,40.7818349228125,41.0208365185999,81.8026714414128,0,11.242774566474,133.015891740677,0,0,8.62845788604459,1.77975282518274,512.564210488418,4.20134598760998,276.094662028627,11.242774566474,143.424102451904,512.564210488418,4.20134598760998
"111","Musoma District Council","Makojo","rural","pulsed","third_year",187,115.813377374071,76.6811709331133,74.318744838976,25.9278546655657,10.6544792412148,51.6542095788606,65.2509358765,65.6333384297599,130.88427430626,0,10.9929351316635,133.015891740677,0,0,8.62845788604459,1.77975282518274,640.35114852163,3.42433769262904,355.049836631801,10.9929351316635,143.424102451904,640.35114852163,3.42433769262904
"112","Musoma District Council","Mugango","rural","pulsed","first_year",229,141.824938067713,103.977821635013,74.318744838976,2.72471924029728,1.11245107349298,5.39329793559043,74.9366216706679,75.3757871029274,150.312408773596,0,6.62074502247914,135.884017256779,3.09661436829066,0,8.62845788604459,1.77975282518274,640.273376316469,2.79595360836886,329.351972791082,6.62074502247914,149.388842336297,635.673968923454,2.77586885992775
"113","Musoma District Council","Mugango","rural","pulsed","second_year",230,142.444260941371,87.8899405450043,74.318744838976,5.21998843930637,2.1445015062544,10.3968037985137,67.7998005591758,68.1971407121724,135.996941271349,0,11.242774566474,133.015891740677,0,0,8.62845788604459,1.77975282518274,613.078058359153,2.66555677547458,322.414240069425,11.242774566474,143.424102451904,613.078058359153,2.66555677547458
"114","Musoma District Council","Mugango","rural","pulsed","third_year",156,96.6143682906689,94.787289843105,74.318744838976,3.24098183319571,1.32855479860538,6.44099504541703,46.3893372246992,46.6612015399074,93.0505387646071,0,10.9929351316635,133.015891740677,0,0,8.62845788604459,1.77975282518274,524.198510998143,3.36024686537271,276.730934649968,10.9929351316635,143.424102451904,524.198510998143,3.36024686537271
"115","Musoma District Council","Murangi","rural","continuous","first_year",269,166.597853014038,138.728994219653,24.7729149463254,23.891485549133,9.92686718965043,48.1266579686211,75.7068740733692,89.304921341094,168.436794588563,2.7046396127239,21.1573538856776,372.114523629435,47.3599844562103,17.0109513749138,45.5185445724595,9.38890348321305,1094.21636196708,4.0677188177215,412.044772887421,23.8619934984015,491.392907516232,1095.73646849062,4.07336977134059
"116","Musoma District Council","Murangi","rural","continuous","second_year",522,323.286540049546,229.029499587118,24.7729149463254,45.2303393889349,25.21944611891,122.266938232866,29.9673043207086,35.3498646975164,92.888412369729,2.7046396127239,21.0992292870905,339.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,1253.8811486051,2.40207116591015,769.8056783237,23.8038688998144,371.263760086184,1257.76171967943,2.40950521011385
"117","Musoma District Council","Murangi","rural","continuous","third_year",576,356.729975227085,193.788460776218,24.7729149463254,34.2167374071016,15.3557368336545,74.4464774566476,64.6662882710029,76.2812869788511,164.408819592438,2.7046396127239,21.0992292870905,327.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,1238.2311355599,2.14970683256926,699.310302647032,23.8038688998144,359.263760086184,1246.78675122547,2.16456033198866
"118","Musoma District Council","Musanja","rural","continuous","first_year",454,281.172584640793,101.848837324525,37.159372419488,6.85481998348474,2.82886924641405,13.7147017341041,126.572430091414,149.306665367141,276.221595375966,2.7046396127239,21.1573538856776,356.623194149667,59.746441929373,18.4240042584325,54.6222534869514,11.2666841798557,1243.02601449005,2.73794276319394,443.579185348809,23.8619934984015,500.682578004279,1244.34535222746,2.74084879345254
"119","Musoma District Council","Musanja","rural","continuous","second_year",833,515.895953757226,459.809875309662,37.159372419488,42.5916639141206,25.0250627427593,121.324544013213,147.864988424549,174.423674494324,347.119906931098,2.7046396127239,21.0992292870905,357.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,1959.28936846084,2.35208807738396,1201.80647215647,23.8038688998144,389.263760086184,1961.99400807356,2.35533494366574
"120","Musoma District Council","Musanja","rural","continuous","third_year",893,553.055326176713,421.104336911644,37.1593724194881,46.578358381503,25.6934446203016,124.564940545004,145.499148609756,171.632895702415,339.394538943821,2.7046396127239,21.0992292870905,411.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,2011.91330737175,2.25298242706803,1208.15577905465,23.8038688998144,443.263760086184,2014.61794698447,2.2560111388404
"121","Musoma District Council","Nyakatende","rural","pulsed","first_year",319,197.563996696945,130.087661436829,99.0916597853014,11.7879958711809,4.82321362051565,23.3835255161024,88.7004909571171,89.2203194279548,177.920810385073,0,6.62074502247914,144.812588685351,3.09661436829066,0,23.0092210294522,4.74600753382064,831.543447344355,2.60671927067196,466.738052926874,6.62074502247914,175.664431616914,826.944039951341,2.59230106567818
"122","Musoma District Council","Nyakatende","rural","pulsed","second_year",358,221.717588769612,136.35138563171,99.0916597853014,11.2430520231214,4.62187816160504,22.4074267547482,94.817766195539,95.3734449057448,190.191211101285,0,11.242774566474,134.801606026391,0,0,11.5046105147261,2.37300376691032,845.546197101884,2.36186088575945,495.432991126098,11.242774566474,148.679220308028,845.546197101884,2.36186088575945
"123","Musoma District Council","Nyakatende","rural","pulsed","third_year",270,167.217175887696,120.329438480595,99.0916597853014,16.6638092485549,6.84642681285745,33.1923088356731,80.5441239725546,81.0161521242348,161.56027609679,0,10.9929351316635,141.944463169248,0,0,23.0092210294522,4.74600753382064,785.593722011653,2.90960637782094,443.340819050678,10.9929351316635,169.699691732521,785.593722011653,2.90960637782094
"124","Musoma District Council","Nyambono","rural","continuous","first_year",524,324.525185796862,132.172521882742,24.7729149463254,5.96570107349299,2.44654397192403,11.8611423616846,130.909803085201,154.423093152308,285.332896237509,2.7046396127239,21.1573538856776,264.114523629435,47.3599844562103,17.0109513749138,45.5185445724595,9.38890348321305,1194.33180728518,2.27925917420835,501.744010033031,23.8619934984015,383.392907516232,1194.33180728517,2.27925917420835
"125","Musoma District Council","Nyambono","rural","continuous","second_year",451,279.314616019818,180.30298926507,24.7729149463254,22.4574227910818,9.43633294338931,45.7484883567301,82.4100868819488,97.21212791817,187.842212817959,2.7046396127239,21.0992292870905,291.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,1094.23796651365,2.4262482627797,562.032764322415,23.8038688998144,323.263760086184,1096.94260612637,2.43224524639994
"126","Musoma District Council","Nyambono","rural","continuous","third_year",958,593.311312964492,251.902647398844,24.7729149463254,37.6011255161025,18.3031057054164,88.7356797687864,173.88922638727,205.122241205325,395.451463628274,2.7046396127239,21.0992292870905,339.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,1802.44123930151,1.88146267150471,1014.62678629997,23.8038688998144,371.263760086184,1805.14587891424,1.88428588613177
"127","Musoma District Council","Nyamrandirira","rural","continuous","first_year",579,358.58794384806,182.985182493807,61.9322873658134,11.6445895953757,4.81080199253754,23.3233524360034,149.836521603543,176.749323487582,326.928345008535,2.7046396127239,21.1573538856776,385.640535190129,84.5193568756984,21.2501100254698,72.8296713159351,15.0222455731409,1564.50258862931,2.70207700972247,643.284157731597,23.8619934984015,579.261918980373,1573.33641521891,2.71733405046443
"128","Musoma District Council","Nyamrandirira","rural","continuous","second_year",747,462.634186622626,246.575513625104,61.9322873658134,26.7309298100744,11.7199939367526,56.8199542526839,129.726883177805,153.027703756354,302.448332185233,2.7046396127239,21.0992292870905,495.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,1717.22418717156,2.29882755980128,866.412865613054,23.8038688998144,527.263760086183,1719.92882678428,2.30244822862689
"129","Musoma District Council","Nyamrandirira","rural","continuous","third_year",587,363.542526837325,182.538150289018,61.9322873658134,32.1803682906689,13.4100570388721,65.0135854665567,88.3246864189308,104.189074897943,214.433756031113,2.7046396127239,21.0992292870905,495.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,1481.12690814103,2.52321449427773,718.616975288253,23.8038688998144,527.263760086183,1484.11836030536,2.52831066491544
"130","Musoma District Council","Nyegina","rural","pulsed","first_year",312,193.228736581338,92.9009199009085,74.318744838976,12.4476647398844,5.11991437287825,24.821966804294,96.3470850051445,96.9117262751923,193.258811280338,0,6.62074502247914,141.241160113922,3.09661436829066,0,17.2569157720892,3.55950565036548,772.471106838778,2.47586893217557,402.837947238279,6.62074502247914,165.154195904668,767.871699445764,2.46112724181334
"131","Musoma District Council","Nyegina","rural","pulsed","second_year",229,141.824938067713,93.1646556564824,74.318744838976,16.6351279933939,6.82941974034315,33.1098564822462,65.2509358765,65.6333384297599,130.88427430626,0,11.242774566474,133.015891740677,0,0,8.62845788604459,1.77975282518274,651.433894103793,2.84468949390303,365.882742779154,11.242774566474,143.424102451904,651.433894103793,2.84468949390303
"132","Musoma District Council","Nyegina","rural","pulsed","third_year",169,104.665565648225,92.6371841453346,74.318744838976,12.3042584640793,5.0419096476741,24.4437904211396,50.9772936535156,51.2760456482499,102.253339301766,0,10.9929351316635,133.015891740677,0,0,8.62845788604459,1.77975282518274,570.081830050762,3.37326526657256,313.411453165428,10.9929351316635,143.424102451904,570.081830050762,3.37326526657256
"133","Musoma District Council","Suguti","rural","continuous","first_year",439,271.882741535921,187.008472336912,49.5458298926508,13.2507398843931,5.44681937180781,26.4068419488027,121.840750461829,143.725107783323,266.764607956087,2.7046396127239,21.1573538856776,401.131864669897,72.1328994025354,19.8370571419511,63.7259624014432,13.1444648764982,1413.96820738634,3.22088429928551,553.541444970487,23.8619934984015,569.972248492325,1414.1402949173,3.22127629821709
"134","Musoma District Council","Suguti","rural","continuous","second_year",388,240.297274979356,216.587103220479,49.5458298926507,16.2622716763006,6.67258546655657,32.3495048720067,106.462791665675,125.585045635913,233.931586847344,2.7046396127239,21.0992292870905,339.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,1188.00914632797,3.06187924311332,561.71457010735,23.8038688998144,371.263760086184,1190.71378594069,3.06884996376467
"135","Musoma District Council","Suguti","rural","continuous","third_year",568,351.77539223782,288.59654087531,49.5458298926508,30.2013616845583,13.9133956861486,67.4538323699423,76.8897939807656,90.7003107370485,195.503847986728,2.7046396127239,21.0992292870905,435.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,1475.60156335168,2.59789007632338,801.48635274643,23.8038688998144,467.263760086183,1488.05782971916,2.61982012274499
"136","Musoma District Council","Tegeruka","rural","continuous","first_year",654,405.03715937242,203.399653179191,37.159372419488,15.8894153592073,6.51292322690155,31.5754429397193,169.946160029282,200.47094321881,370.417103248092,2.7046396127239,21.1573538856776,302.623194149667,59.746441929373,18.4240042584325,54.6222534869514,11.2666841798557,1540.5356412477,2.35555908447661,699.573966496927,23.8619934984015,446.682578004279,1540.5356412477,2.3555590844766
"137","Musoma District Council","Tegeruka","rural","continuous","second_year",884,547.48142031379,385.863298100744,37.159372419488,34.7616812551611,21.5828391213261,104.636225763832,105.279871758279,124.189656239959,264.233269615352,2.7046396127239,21.0992292870905,375.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,1824.08109596297,2.06344015380426,1131.48483697434,23.8038688998144,407.263760086184,1826.78573557569,2.06649970087748
"138","Musoma District Council","Tegeruka","rural","continuous","third_year",1144,708.505367464905,455.67482741536,37.159372419488,27.3905986787779,16.9029091048109,81.9473565648227,108.828631480468,128.375824427823,282.071945088999,2.7046396127239,21.0992292870905,411.84421712533,0,9.45656373858438,18.2074178289838,3.75556139328522,2074.01536611044,1.81295049485178,1327.58043164816,23.8038688998144,443.263760086184,2076.72000572316,1.81531469031745
"139","Musoma Municipal Council","Buhare","urban","pulsed","first_year",170,105.284888521883,52.4174814203139,24.7729149463254,2.00768786127168,0.822545294675353,3.98779950454171,57.0945688919375,57.4291711260399,114.523740017978,0,6.62074502247914,149.406223803666,3.53898784947505,0,0.374721599622508,0.331251954401359,471.197162858565,2.77174801681509,189.293317549011,6.62074502247914,153.651185207165,464.088987796633,2.72993522233314
